Year,ID,City,Internet Penetration Rate,Internet-Related Output,Internet Users,Internet-Related Employees,Digital Inclusive Finance Index,Digital Economy Index,Population,GDP,Urbanization Rate,City Size,City Development Level,Industry Agglomeration Level,Environmental Pollution Index,Low-Carbon City,Carbon Peak City,AI-Pilot City,AI Technology Level,Smart City,Intelligent Construction City,AI Enterprises,AI Infrastructure Index,Intelligent Manufacturing Proportion,AI Patents,Total Energy Consumption,AI Development Index
2007,161,襄阳市,2.7274539,263.19911,32.574804,0.00595533,33.24,-497.0025021,582.0,850.8829,0.3422,4,3,0.002170452,0.111,0,0,0,0.0,0,0,18,0.008596992,0.115270452,676,48302.21042,0.050978265
2008,161,襄阳市,2.8913639,319.90562,38.378266,0.00608899,47.14,-440.1166653,584.38,975.1118,0.3332,4,3,0.002256642,0.111,0,0,0,0.0,0,0,24,0.008822173,0.274943443,676,53096.31024,0.051846417
2008,161,襄阳市,2.8913639,319.90562,38.378266,0.00608899,47.14,-440.1166653,584.38,975.1118,0.3332,4,3,0.002256642,0.111,0,0,0,0.0,0,0,24,0.008822173,0.274943443,676,53096.31024,0.051846417
2009,161,襄阳市,4.0764202,270.08568,35.003269,70.308275,47.97,-490.0192153,588.88,1117.478,0.4364,4,3,0.002247009,0.111,0,0,0,0.0,0,0,28,0.010654341,0.357308385,676,46050.25813,0.052739222
2010,161,襄阳市,12.561864,399.37448,45.758867,0.0061287,42.48,-360.3576425,591.07,1298.845,0.5207,4,3,0.002358577,0.111,0,0,0,0.0,0,0,36,0.011141502,0.356759949,676,79993.82111,0.052919133
2011,161,襄阳市,10.745005,370.70437,60.406366,0.00575264,42.94,-388.4625616,593.6,1506.66,0.5199,4,3,0.002670316,0.111,0,0,0,1.0986123,0,0,46,0.014650834,0.554143356,76,84596.29952,0.048928566
2011,161,襄阳市,10.745005,370.70437,60.406366,0.00575264,42.94,-388.4625616,593.6,1506.66,0.5199,4,3,0.002670316,0.111,0,0,0,1.0986123,0,0,46,0.014650834,0.554143356,76,84596.29952,0.048928566
2012,161,襄阳市,10.406177,476.67002,64.055052,0.00765766,90.53,-282.4399267,594.0,1694.993,0.5368,4,3,0.00357867,0.111,1,0,0,1.9459101,0,0,52,0.016660127,0.543228239,81,93519.7275,0.052918721
2012,161,襄阳市,10.406177,476.67002,64.055052,0.00765766,90.53,-282.4399267,594.0,1694.993,0.5368,4,3,0.00357867,0.111,1,0,0,1.9459101,0,0,52,0.016660127,0.543228239,81,93519.7275,0.052918721
2013,161,襄阳市,11.314476,431.40433,75.267887,0.01398305,87.54,-327.2390854,595.1,1888.222,0.5482,4,3,0.004303746,0.111,1,0,0,2.944439,1,0,71,0.017347026,0.508510301,156,114335.685,0.058361413
2013,161,襄阳市,11.314476,431.40433,75.267887,0.01398305,87.54,-327.2390854,595.1,1888.222,0.5482,4,3,0.004303746,0.111,1,0,0,2.944439,1,0,71,0.017347026,0.508510301,156,114335.685,0.058361413
2014,161,襄阳市,14.50253,497.68634,83.642496,0.01415349,203.83,-260.6655814,595.5,2073.268,0.5601,4,3,0.004881492,0.111,1,0,0,2.944439,1,0,99,0.015673076,0.482351805,112,86325.3027,0.057254869
2014,161,襄阳市,14.50253,497.68634,83.642496,0.01415349,203.83,-260.6655814,595.5,2073.268,0.5601,4,3,0.004881492,0.111,1,0,0,2.944439,1,0,99,0.015673076,0.482351805,112,86325.3027,0.057254869
2015,161,襄阳市,14.313771,412.06018,82.553843,0.01501135,208.54,-346.2704099,591.58,2257.788,0.573,4,3,0.005029795,0.111,1,0,0,3.5835189,1,0,124,0.020434306,0.981617912,142,78286.92493,0.064131303
2015,161,襄阳市,14.313771,412.06018,82.553843,0.01501135,208.54,-346.2704099,591.58,2257.788,0.573,4,3,0.005029795,0.111,1,0,0,3.5835189,1,0,124,0.020434306,0.981617912,142,78286.92493,0.064131303
2016,161,襄阳市,18.092105,513.51645,75.0,0.01550904,211.58,-245.1501527,594.0,2449.7,0.585,4,3,0.005119353,0.111,1,0,0,3.6109179,1,0,163,0.023060609,0.990343692,203,82100.88913,0.066286092
2016,161,襄阳市,18.092105,513.51645,75.0,0.01550904,211.58,-245.1501527,594.0,2449.7,0.585,4,3,0.005119353,0.111,1,0,0,3.6109179,1,0,163,0.023060609,0.990343692,203,82100.88913,0.066286092
2017,161,襄阳市,19.407895,304.31579,42.763158,0.01554692,232.61,-455.4101673,592.0,2626.079,0.597,4,3,0.005144789,0.111,1,0,0,3.7612001,1,0,209,0.024400714,1.20516807,180,95976.15672,0.068202001
2017,161,襄阳市,19.407895,304.31579,42.763158,0.01554692,232.61,-455.4101673,592.0,2626.079,0.597,4,3,0.005144789,0.111,1,0,0,3.7612001,1,0,209,0.024400714,1.20516807,180,95976.15672,0.068202001
2018,161,襄阳市,21.967213,672.9541,74.754098,0.02794845,206.06,-85.81343969,592.0,2830.913,0.608,4,3,0.005298515,0.111,1,0,0,4.5108595,1,0,261,0.024857563,1.42690581,282,95878.35119,0.074523167
2018,161,襄阳市,21.967213,672.9541,74.754098,0.02794845,206.06,-85.81343969,592.0,2830.913,0.608,4,3,0.005298515,0.111,1,0,0,4.5108595,1,0,261,0.024857563,1.42690581,282,95878.35119,0.074523167
2019,161,襄阳市,25.901639,518.01311,81.311475,0.02582273,191.52,-240.3611738,590.0,3054.555,0.617,4,3,0.005652003,0.111,1,0,0,4.7449321,1,0,332,0.02547022,1.226555902,324,102959.8776,0.075894044
2019,161,襄阳市,25.901639,518.01311,81.311475,0.02582273,191.52,-240.3611738,590.0,3054.555,0.617,4,3,0.005652003,0.111,1,0,0,4.7449321,1,0,332,0.02547022,1.226555902,324,102959.8776,0.075894044
2020,161,襄阳市,23.755305,297.82235,49.537317,0.02369702,228.42,-461.6102162,588.5,2892.664,0.6166,4,3,0.002388907,0.111,1,0,0,5.4026774,1,0,469,0.034368363,1.728434109,580,102771.5008,0.088613728
2020,161,襄阳市,23.755305,297.82235,49.537317,0.02369702,228.42,-461.6102162,588.5,2892.664,0.6166,4,3,0.002388907,0.111,1,0,0,5.4026774,1,0,469,0.034368363,1.728434109,580,102771.5008,0.088613728
2021,161,襄阳市,14.177632,77.631579,17.763158,0.0215713,239.92,-682.9123637,587.0,3317.885,0.6246,4,3,0.002388907,0.111,1,0,0,5.3612922,1,0,940,0.044976083,1.946455356,559,121616.8765,0.095263773
2021,161,襄阳市,14.177632,77.631579,17.763158,0.0215713,239.92,-682.9123637,587.0,3317.885,0.6246,4,3,0.002388907,0.111,1,0,0,5.3612922,1,0,940,0.044976083,1.946455356,559,121616.8765,0.095263773
2000,162,鄂州市,0.17585712,0.0,1.2933218,0.0,27.14,-761.2118894,102.27,85.5,0.6246,6,4,0.009016291,0.04,0,0,0,0.0,0,0,1,-0.00584332,0.020206118,1,10371.74696,0.035103333
2001,162,鄂州市,0.4563526,38.78472,3.2132576,0.0,31.58,-722.3812076,103.3,93.7935,0.6246,6,4,0.00931516,0.04,0,0,0,0.0,0,0,1,-0.003689111,0.0,1,10248.36028,0.035556626
2002,162,鄂州市,1.0885623,42.247881,5.1331934,0.0,34.9,-718.8431474,103.64,102.5163,0.6246,6,4,0.008784461,0.04,0,0,0,0.0,0,0,1,-0.001534903,0.02537427,1,12255.23435,0.036228885
2003,162,鄂州市,0.97700435,50.835146,9.6066268,0.00926706,33.44,-710.0930771,104.33,112.5629,0.2543,6,4,0.009481383,0.037,0,0,0,0.0,0,0,3,0.000619305,0.029385836,3,13473.56416,0.036847427
2004,162,鄂州市,0.32011485,51.920689,13.558319,0.00746269,32.0,-708.8628432,105.32,124.9448,0.2613,6,4,0.009197995,0.04,0,0,0,0.69314718,0,0,4,0.002773514,0.035476718,2,15236.43596,0.040198319
2005,162,鄂州市,0.25316606,55.406047,15.4664,0.00983021,34.87,-705.3080485,104.32,146.9351,0.3487,6,4,0.010013298,0.051,0,0,0,0.69314718,0,0,5,0.004927722,0.020504408,2,17258.82561,0.040684016
2006,162,鄂州市,0.97786432,61.344037,24.228073,0.00979519,32.78,-699.0363087,106.44,166.6244,0.3809,6,4,0.010212766,0.064,0,0,0,0.0,0,0,6,0.006890327,0.017639795,2,17916.54585,0.038397723
2007,162,鄂州市,1.4812571,196.62904,26.786768,0.01352657,33.79,-563.7516661,107.01,193.1177,0.3843,6,4,0.009840426,0.071,0,0,0,0.0,0,0,7,0.008056573,0.020300447,1,23193.52485,0.038698527
2008,162,鄂州市,1.9093358,222.95108,32.095584,0.01047619,46.26,-537.2444816,106.82,223.6303,0.5114,6,4,0.010232713,0.073,0,0,0,0.69314718,0,0,9,0.011102736,0.015232292,4,23351.7401,0.042299725
2009,162,鄂州市,3.5962292,327.69135,45.272918,0.00745573,41.46,-432.0696715,107.24,258.293,0.5337,6,4,0.010501882,0.074,0,0,0,0.0,0,0,10,0.013731914,0.012397719,7,21383.39319,0.040235454
2010,162,鄂州市,5.2460161,288.67434,50.172541,0.00641026,42.75,-470.8594802,108.46,312.2762,0.5793,6,4,0.011430364,0.07,0,0,0,0.0,0,0,12,0.017596574,0.011726079,5,33300.48563,0.041199714
2011,162,鄂州市,6.4194295,339.5798,54.62606,0.00494641,45.43,-419.8144498,109.4,363.1773,0.6038,6,4,0.011913425,0.025,0,0,0,1.0986123,0,0,14,0.019109466,0.010875476,7,32240.36564,0.046039156
2012,162,鄂州市,8.5636434,359.32659,61.210588,0.00681818,86.01,-399.8168478,109.4,406.3954,0.6206,6,4,0.012531328,0.016,1,0,0,0.69314718,0,0,15,0.021459384,0.004720767,7,31646.93368,0.044990312
2013,162,鄂州市,12.034161,451.97593,99.091615,0.01066667,82.68,-305.7722393,109.8,451.9117,0.6282,6,4,0.012797992,0.023,1,0,0,2.1972246,0,0,18,0.023670234,0.039555461,25,31901.39862,0.052088756
2014,162,鄂州市,13.224426,444.55854,100.73901,0.01040511,192.46,-313.112962,110.2,505.2372,0.6358,6,4,0.013044862,0.063,1,0,0,2.1972246,0,0,28,0.024181788,0.035538798,7,45154.7092,0.051963277
2015,162,鄂州市,13.547436,428.95565,69.330996,0.00671227,196.52,-329.8956297,110.29,549.6981,0.643,6,4,0.013520201,0.037,1,0,0,2.944439,0,0,35,0.023894278,0.029547098,11,44621.84408,0.054978781
2016,162,鄂州市,15.47619,447.34921,67.063492,0.00733144,211.9,-311.5882334,111.0,593.674,0.649,6,4,0.013843233,0.044,1,0,0,2.944439,0,0,43,0.033661515,0.062891239,20,44850.39476,0.057847146
2017,162,鄂州市,16.0,465.34,71.6,0.00819462,208.74,-293.4347361,111.0,644.7299,0.6541,6,4,0.013885652,0.046,1,0,0,3.1780538,0,0,51,0.028934472,0.039123967,30,47212.74898,0.057692675
2018,162,鄂州市,19.123506,477.29084,74.103586,0.0089635,231.82,-281.375364,111.0,697.5978,0.6591,6,4,0.014149373,0.036,1,0,0,3.4339872,0,0,58,0.026637879,0.028637119,32,52316.35285,0.058167683
2019,162,鄂州市,22.891566,477.02811,77.51004,0.00923349,208.73,-281.4815034,112.0,752.0104,0.663,6,4,0.000268992,0.036,1,0,0,4.0073332,0,0,72,0.027164934,0.016213495,45,52154.79368,0.060868326
2020,162,鄂州市,22.513975,297.84059,43.877469,0.00950347,210.29,-461.8159786,112.0,678.163,0.643,6,4,0.000109931,0.04,1,0,0,4.8441871,0,0,101,0.032842408,0.010696713,118,51571.68246,0.067115812
2021,162,鄂州市,7.1428571,118.65306,10.244898,0.00977346,218.56,-642.2575864,112.0,765.6461,0.6672,6,4,0.000109931,0.04,1,0,0,5.1532916,0,0,199,0.052881407,0.010738832,94,57287.74199,0.073774775
2000,163,荆门市,2.9258556,0.0,8.9220891,0.0,29.08,-760.9022871,298.8,205.53,0.6672,6,4,0.002058207,0.054,0,0,0,0.0,0,0,2,-0.006160897,0.01,5,10784.86148,0.035049203
2001,163,荆门市,3.8219864,812.92476,16.721457,0.0,29.13,51.7171578,299.01,222.3218,0.6672,6,4,0.001763947,0.054,0,0,0,0.0,0,0,2,-0.00417004,0.035893754,4,10640.18374,0.03566503
2002,163,荆门市,10.569828,1095.9846,24.520824,0.0,28.54,334.9098876,300.53,240.3743,0.6672,6,4,0.00169139,0.054,0,0,0,0.0,0,0,4,-0.002179184,0.054488489,2,13020.89764,0.036243121
2003,163,荆门市,10.874269,614.86972,32.702257,0.02043726,34.33,-145.5319303,300.6,262.0561,0.282,6,4,0.001709126,0.097,0,0,0,0.0,0,0,4,-0.000188328,0.060569352,9,13497.2269,0.036901316
2004,163,荆门市,10.474246,651.66618,39.700695,0.01515814,33.01,-108.4998589,298.4,290.7774,0.282,6,4,0.00179942,0.103,0,0,0,0.69314718,0,0,6,0.001802529,0.025087807,5,15472.52112,0.039966444
2005,163,荆门市,11.548654,722.59228,51.028426,0.01438948,33.25,-37.18859792,291.07,321.8906,0.2729,6,4,0.001809094,0.097,0,0,0,0.0,0,0,7,0.003793385,0.027476302,4,18428.95022,0.03769541
2006,163,荆门市,13.992076,1638.1648,59.892235,0.01361868,39.44,878.0533273,294.89,356.9767,0.2688,6,4,0.001797001,0.113,0,0,0,0.69314718,0,0,7,0.007518019,0.030982134,9,22161.1646,0.041531001
2007,163,荆门市,11.566462,2221.8024,72.296661,0.01114923,39.78,1461.708441,298.57,401.9558,0.2702,6,4,0.001980813,0.1,0,0,0,0.69314718,0,0,7,0.009579736,0.027485742,11,22517.71278,0.042075323
2008,163,荆门市,9.6639179,2072.6617,98.079487,0.01269182,47.78,1313.645677,300.11,455.8179,0.4181,6,4,0.002164624,0.102,0,0,0,0.69314718,0,0,9,0.007585264,0.026659557,14,22525.441,0.041627904
2009,163,荆门市,11.606992,2246.56,98.855108,0.01224734,43.71,1487.457245,301.05,522.8231,0.426,6,4,0.00230732,0.112,0,0,0,0.0,0,0,9,0.010294936,0.03236246,11,18998.11305,0.039514789
2010,163,荆门市,13.91519,1212.7253,119.59074,0.01528582,41.53,455.2005785,300.4,603.8607,0.4549,6,4,0.002534666,0.102,0,0,0,0.0,0,0,11,0.014841525,0.011403809,21,34502.60564,0.040762134
2011,163,荆门市,17.606381,1315.9443,136.83826,0.01550324,48.18,559.0242765,301.9,696.8552,0.4818,6,4,0.003024025,0.035,0,0,0,1.0986123,0,0,12,0.016866766,0.030786598,23,38141.20732,0.045822412
2012,163,荆门市,20.28459,1426.1172,149.02361,0.01572581,104.47,669.5970315,302.3,781.1747,0.5001,6,4,0.002942599,0.029,1,0,0,1.7917595,0,0,16,0.018870095,0.035376316,25,40231.8072,0.049200908
2013,163,荆门市,21.575136,1550.8766,163.92577,0.01580967,92.45,794.8387207,300.8,863.198,0.5119,6,4,0.00307159,0.037,1,0,0,1.7917595,0,0,23,0.021144075,0.093262868,56,49712.15362,0.050643774
2014,163,荆门市,22.788204,1481.3986,166.51772,0.01701325,174.65,725.5198797,300.3,946.9282,0.5276,6,4,0.003087407,0.087,1,0,0,2.1972246,0,0,28,0.021260712,0.129443854,54,37465.3659,0.0524762
2015,163,荆门市,26.456582,1463.4194,165.05967,0.01755373,213.66,707.5249215,299.09,1033.099,0.5421,6,4,0.003119284,0.04,1,0,0,2.8903718,0,0,32,0.022180021,0.491433078,45,38492.70095,0.057105546
2016,163,荆门市,32.614943,1558.204,150.57471,0.02058846,191.65,801.7320658,300.0,1120.912,0.5601,6,4,0.003183191,0.045,1,0,0,3.7135721,0,0,44,0.024595635,0.76847444,92,37707.367,0.063251833
2017,163,荆门市,39.351199,1610.4499,169.6756,0.01640477,220.27,854.712996,294.0,1205.541,0.5791,6,4,0.003199774,0.047,1,0,0,3.912023,0,0,59,0.024164119,0.932045749,126,47628.54076,0.065417131
2018,163,荆门市,44.993141,1625.2126,171.60494,0.01868532,229.0,869.5782918,293.0,1302.587,0.5921,6,4,0.003281764,0.039,1,0,0,3.9702919,0,0,74,0.027164486,0.961598365,163,49351.43467,0.067304506
2019,163,荆门市,51.490515,1525.2764,177.23577,0.02357292,227.33,769.9772931,291.0,1400.281,0.601,6,4,0.003333634,0.05,1,0,0,3.988984,0,0,102,0.026386575,0.827816724,177,51667.86344,0.066982089
2020,163,荆门市,54.961697,996.15795,134.13565,0.02846052,222.44,239.6413291,288.5,1324.666,0.5873,6,4,0.001839495,0.054,1,0,0,4.6539604,0,0,143,0.033240038,0.541152616,360,52555.16521,0.073468163
2021,163,荆门市,51.919737,467.03947,91.035526,0.03334812,221.91,-290.7411988,286.0,1467.73,0.5976,6,4,0.001839495,0.054,1,0,0,4.8441871,0,0,295,0.045758627,0.529040943,323,61957.75327,0.077838974
2000,164,孝感市,3.2935762,0.0,4.5171333,0.0,29.29,-761.0670838,499.56,194.32,0.5976,5,4,0.003863075,0.049,0,0,0,0.0,0,0,1,-0.003942091,0.050455209,4,23769.97392,0.035785959
2001,164,孝感市,3.6466273,238.6509,7.5409836,0.0,32.97,-522.4772676,505.32,212.7804,0.5976,5,4,0.003654321,0.049,0,0,0,0.0,0,0,1,-0.002467389,0.045358331,4,21830.37151,0.036138234
2002,164,孝感市,3.9996783,369.97292,10.564834,0.0,31.73,-391.1360377,506.3,232.569,0.5976,5,4,0.00382716,0.049,0,0,0,0.0,0,0,1,-0.000992687,0.068045727,2,28098.45623,0.036589596
2003,164,孝感市,3.8998929,410.8137,15.75455,0.00839454,27.78,-350.1292728,508.91,254.4305,0.1849,5,4,0.003914703,0.067,0,0,0,0.0,0,0,2,0.000482015,0.046838407,1,29078.35243,0.036854545
2004,164,孝感市,4.6882161,455.88116,17.132613,0.0098661,33.24,-305.0375185,507.2,280.128,0.186,5,4,0.004068462,0.075,0,0,0,0.0,0,0,2,0.001956717,0.032199206,2,34734.9246,0.037178173
2005,164,孝感市,5.138812,488.47487,23.939903,0.00833056,37.91,-272.2062408,506.01,309.5414,0.1882,5,4,0.004295174,0.082,0,0,0,0.0,0,0,2,0.003431419,0.052181173,2,39060.84956,0.037650925
2006,164,孝感市,5.4168745,882.41443,26.225683,0.0089404,36.17,121.5274741,514.65,345.1386,0.1867,5,4,0.004542088,0.094,0,0,0,0.0,0,0,2,0.005333253,0.050885406,5,41722.8801,0.038182166
2007,164,孝感市,4.8454015,911.13214,31.201031,0.00841424,34.31,150.4087205,516.76,397.5997,0.1865,5,4,0.00514927,0.097,0,0,0,0.0,0,0,3,0.006009232,0.037015102,5,49550.19566,0.038295495
2008,164,孝感市,4.5765977,1156.4275,39.64599,0.0113888,39.46,395.8396289,525.06,459.2277,0.425,5,4,0.005719416,0.123,0,0,0,0.0,0,0,6,0.007831111,0.026442784,10,52709.53194,0.038817913
2009,164,孝感市,4.8394201,1571.8391,48.868861,0.0120012,38.32,811.292877,528.73,532.7041,0.4425,5,4,0.006214366,0.092,0,0,0,0.6931472,0,0,9,0.00919203,0.024792364,18,50754.01078,0.042098208
2010,164,孝感市,8.3649012,577.80767,59.328157,0.011821,39.92,-181.572183,531.05,616.8713,0.46,5,4,0.006701459,0.085,0,0,0,1.3862944,0,0,13,0.010301805,0.022164349,40,65139.05241,0.045557612
2011,164,孝感市,9.1025805,711.01942,64.974451,0.00983768,40.34,-48.24021479,528.9,711.2527,0.4799,5,4,0.007337823,0.032,0,0,0,1.3862944,0,0,18,0.012713176,0.01012607,28,73828.12281,0.045945825
2012,164,孝感市,13.390601,774.2092,74.57049,0.00924171,84.12,15.29765547,526.9,803.0043,0.4963,5,4,0.007957351,0.027,1,0,0,1.9459101,0,0,24,0.015495343,0.003728144,40,75150.94968,0.049121187
2013,164,孝感市,14.764765,805.25526,79.299299,0.00879121,89.21,46.51004039,527.4,895.3498,0.5103,5,4,0.008945006,0.036,1,0,0,1.6094379,0,0,31,0.016187998,0.010525946,48,76821.12494,0.048169105
2014,164,孝感市,14.390305,973.55971,77.253219,0.0102326,195.26,214.6081373,525.7,990.2568,0.5225,5,4,0.009048058,0.066,1,0,0,2.7725887,0,0,36,0.0200555,0.013021398,53,65509.34662,0.053958501
2015,164,孝感市,15.38767,974.30755,83.639432,0.00857038,205.11,215.6052713,526.48,1088.292,0.536,5,4,0.009148485,0.039,1,0,0,2.5649494,0,0,39,0.01615774,0.010022049,83,72727.59236,0.052652731
2016,164,孝感市,18.811881,1005.75,81.930693,0.00853839,236.32,246.9837176,523.0,1174.267,0.5492,5,4,0.009276101,0.065,1,0,0,2.6390573,0,0,57,0.019867011,0.004689552,107,68941.63966,0.054415452
2017,164,孝感市,22.828784,743.42184,92.307692,0.00932867,211.42,-14.72508336,519.0,1251.769,0.4537,5,4,0.009368273,0.057,1,0,0,3.1354942,0,0,79,0.018664246,0.01321004,123,85591.14555,0.056575843
2018,164,孝感市,29.032258,756.50372,100.24814,0.00995274,217.29,-1.306867605,518.0,1353.162,0.5757,5,4,0.009421672,0.042,1,0,0,3.6888795,0,0,104,0.018112143,0.00673809,252,92148.66582,0.061023586
2019,164,孝感市,31.840796,719.76866,104.97512,0.01024249,194.57,-37.8147165,515.0,1461.415,0.583,5,4,0.00943175,0.039,1,0,0,4.0073332,0,0,137,0.018979766,0.003970933,207,108096.9916,0.061975621
2020,164,孝感市,35.64196,484.45612,59.707965,0.01053223,203.69,-274.6445767,509.5,1395.651,0.6047,5,4,0.004215633,0.049,1,0,0,4.4773368,0,0,171,0.02529421,0.00815827,311,89562.16948,0.067529798
2021,164,孝感市,12.012594,249.14358,14.440806,0.01082197,224.25,-511.6704169,504.0,1582.669,0.6122,5,4,0.004215633,0.049,1,0,0,4.9272537,0,0,364,0.035267618,0.041339396,279,100067.0267,0.072893582
2000,165,荆州市,2.4313645,0.0,3.7381702,0.0,28.57,-761.1028508,643.22,260.35,0.6122,5,3,0.003347609,0.053,1,0,0,0.0,0,0,7,-0.000259986,0.01,3,18499.359,0.036558697
2000,165,荆州市,2.4313645,0.0,3.7381702,0.0,28.57,-761.1028508,643.22,260.35,0.6122,5,3,0.003347609,0.053,1,0,0,1.824591031,0,0,7,-0.000259986,0.01,3,18499.359,0.043879738
2001,165,荆州市,3.6548294,656.30192,7.9509395,0.0,28.5,-105.123056,645.45,283.7815,0.6122,5,3,0.002993312,0.053,1,0,0,0.0,0,0,8,0.001171698,0.090874253,8,15938.50763,0.03740621
2001,165,荆州市,3.6548294,656.30192,7.9509395,0.0,28.5,-105.123056,645.45,283.7815,0.6122,5,3,0.002993312,0.053,1,0,0,1.917869149,0,0,8,0.001171698,0.090874253,8,15938.50763,0.045101522
2002,165,荆州市,4.8782943,319.44731,12.163709,0.0,28.26,-441.5568015,647.52,309.3218,0.6122,5,3,0.002736081,0.053,1,0,0,0.0,0,0,8,0.002603382,0.107927464,8,20642.09743,0.037853902
2002,165,荆州市,4.8782943,319.44731,12.163709,0.0,28.26,-441.5568015,647.52,309.3218,0.6122,5,3,0.002736081,0.053,1,0,0,2.011147266,0,0,8,0.002603382,0.107927464,8,20642.09743,0.045923487
2003,165,荆州市,5.20434,376.25784,15.318016,0.00511073,31.91,-384.6665534,647.8,333.4489,0.2575,5,3,0.002790567,0.063,1,0,0,0.0,0,0,9,0.004035067,0.11774095,3,21604.08162,0.038188109
2003,165,荆州市,5.20434,376.25784,15.318016,0.00511073,31.91,-384.6665534,647.8,333.4489,0.2575,5,3,0.002790567,0.063,1,0,0,2.104425384,0,0,9,0.004035067,0.11774095,3,21604.08162,0.046631965
2004,165,荆州市,5.4220352,444.82356,20.396294,0.00629496,32.23,-315.9575571,640.11,361.7921,0.2566,5,3,0.002879972,0.068,1,0,0,1.0986123,0,0,9,0.005466751,0.049519362,2,25688.57021,0.042617056
2004,165,荆州市,5.4220352,444.82356,20.396294,0.00629496,32.23,-315.9575571,640.11,361.7921,0.2566,5,3,0.002879972,0.068,1,0,0,1.0986123,0,0,9,0.005466751,0.049519362,2,25688.57021,0.042617056
2004,165,荆州市,5.4220352,444.82356,20.396294,0.00629496,32.23,-315.9575571,640.11,361.7921,0.2566,5,3,0.002879972,0.068,1,0,0,5.049856,0,0,9,0.005466751,0.049519362,2,25688.57021,0.058471139
2005,165,荆州市,5.3976065,552.52024,27.81063,0.00538079,36.31,-208.0598159,641.3,391.0973,0.2447,5,3,0.002915171,0.067,1,0,0,5.049856,0,0,10,0.006898435,0.081715296,8,28597.35353,0.059101998
2006,165,荆州市,5.1776162,841.79125,22.538061,0.00496942,35.39,80.79281584,647.1,426.9218,0.2466,5,3,0.002558958,0.079,1,0,0,5.049856,0,0,12,0.00890791,0.071184608,14,34451.31128,0.059682476
2007,165,荆州市,6.0813119,1035.4185,27.745132,0.0056798,39.41,274.4795788,651.77,480.0309,0.2486,5,3,0.002596973,0.081,1,0,0,5.049856,0,0,12,0.010651003,0.075675989,15,38059.23129,0.060166575
2008,165,荆州市,6.870982,417.93939,48.70914,0.00694444,44.5,-341.7351459,658.5,540.6588,0.362,5,3,0.002582893,0.081,1,0,0,0.0,0,0,14,0.010770744,0.077123769,30,35555.03512,0.040214359
2008,165,荆州市,6.870982,417.93939,48.70914,0.00694444,44.5,-341.7351459,658.5,540.6588,0.362,5,3,0.002582893,0.081,1,0,0,0.0,0,0,14,0.010770744,0.077123769,30,35555.03512,0.040214359
2009,165,荆州市,5.0802682,1559.6423,46.829913,0.00685453,42.16,799.0294258,662.05,608.9439,0.3911,5,3,0.00271572,0.087,1,0,0,0.69314718,0,0,15,0.01164408,0.085117585,39,30748.83444,0.043419088
2009,165,荆州市,5.0802682,1559.6423,46.829913,0.00685453,42.16,799.0294258,662.05,608.9439,0.3911,5,3,0.00271572,0.087,1,0,0,0.69314718,0,0,15,0.01164408,0.085117585,39,30748.83444,0.043419088
2010,165,荆州市,6.5621842,1574.7803,56.599073,0.00405817,45.22,814.5379956,658.17,689.02,0.4485,5,3,0.003031507,0.182,1,0,0,0.69314718,0,0,19,0.011359111,0.14461435,37,45872.10698,0.043626757
2011,165,荆州市,6.9433,1733.7823,58.639339,0.00659413,43.9,973.5013142,662.7,781.3487,0.4445,5,3,0.002446861,0.056,1,0,0,1.7917595,0,0,22,0.016086838,0.120252729,36,47243.39882,0.049130268
